LISTINO METEL       BTI109918601552014  2014010120140616BTICINO LIST.2014RR Agg.Giu14                                        020                                                 
BTILNA4802BZ       8005543422540LL - placca 2P bronzo                      00005000050000599999910000000220800000002208000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804AG       8005543424322LL - placca 4P argento                     00005000050000599999910000000242800000002428000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802AE       8005543422465LL - placca 2P avenue                      00005000050000599999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819KA       8005543506851LL - placca 2P acquamarina                 00020000200002099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819CB       8005543506899LL - placca 2P club                        00001000010000199999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819PK       8005543507025LL - placca 2P park                        00001000010000199999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804OD       8005543424629LL - placca 4P arancio                     00010000100001099999910000000113600000001136000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819AR       8005543506936LL - placca 2P antracite                   00020000200002099999910000000040100000000401000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819KF       8005543506837LL - placca 2P fumo di londra              00020000200002099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819BZ       8005543506905LL - placca 2P bronzo                      00001000010000199999910000000220800000002208000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819VD       8005543506950LL - placca 2P verde                       00020000200002099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILND4804KR       8005543446584LL - placca 4P personalizzabile            00010000100001099999910000000109900000001099000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819ACS      8005543506752LL - placca 2P acciaio spazzolato          00010000100001099999910000000180100000001801000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819NS       8005543507063LL - placca 2P nichel                      00001000010000199999910000000220800000002208000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819TE       8005543506974LL - placca 2P tech                        00020000200002099999910000000060300000000603000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819BI       8005543506912LL - placca 2P bianca                      00020000200002099999910000000040100000000401000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802AD       8005543422441LL - placca 2P azzurro                     00010000100001099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802KF       8005543422601LL - placca 2P fumo di londra              00010000100001099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819NA       8005543507070LL - placca 2P native                      00001000010000199999910000000180100000001801000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4807AC       8005543497456LL - placca 7P acciaio                     00001000010000199999910000000265800000002658000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILND4803KR       8005543446560LL - placca 3P personalizzabile            00020000200002099999910000000079500000000795000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819KG       8005543506813LL - placca 2P grigio ghiaccio             00020000200002099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819AD       8005543506738LL - placca 2P azzurro                     00020000200002099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804KG       8005543424483LL - placca 4P grigio ghiaccio             00010000100001099999910000000113600000001136000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802GL       8005543497357LL - placca 2P argento lunare              00005000050000599999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802AC       8005543497333LL - placca 2P acciaio                     00005000050000599999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819LNC      8005543507087LL - placca 2P noce nazionale              00001000010000199999910000000553200000005532000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILND4819KR       8005543507094LL - placca 2P personalizzabile            00020000200002099999910000000079500000000795000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804AC       8005543497418LL - placca 4P acciaio                     00005000050000599999910000000179500000001795000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804KF       8005543424469LL - placca 4P fumo di londra              00010000100001099999910000000113600000001136000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802KG       8005543422625LL - placca 2P grigio ghiaccio             00010000100001099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802KA       8005543422588LL - placca 2P acquamarina                 00010000100001099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4802VD       8005543422861LL - placca 2P verde                       00010000100001099999910000000084300000000843000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804KA       8005543424445LL - placca 4P acquamarina                 00010000100001099999910000000113600000001136000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4804VD       8005543424728LL - placca 4P verde                       00010000100001099999910000000113600000001136000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4803GL       8005543497395LL - placca 3P argento lunare              00010000100001099999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819LCA      8005543506790LL - placca 2P ciliegio americano          00001000010000199999910000000553200000005532000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4803AC       8005543497371LL - placca 3P acciaio                     00010000100001099999910000000132700000001327000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTILNA4819OA       8005543507056LL - placca 2P oro freddo                  00001000010000199999910000000257500000002575000001EURPCE0320140101CIV.              CIV.-109-43-122   
BTINT4001A         8005543420850LL - interruttore 1P 16A 1m tech           00010000100001099999910000000075600000000756000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4034N         8005543419892LL - pulsante 1P NC 10A 1m tech            00010000100001099999910000000099900000000999000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4044N         8005543419991LL - pulsante NO 2P 10A 1m tech            00010000100001099999910000000122300000001223000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4185          8012199505053light tech - presa duplex univer 2P+T 16A  00005000050000599999910000000225600000002256000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4011          8012199507170light tech - interruttore 2P 32A           00010000100001099999910000000331800000003318000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4016          8012199708577light tech - selettore rotativo 0-1-2-3    00001000010000199999910000000939300000009393000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4027          8012199431512light tech - commutatore due tasti 1-0-2   00010000100001099999910000000187600000001876000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4033          8012199431543light tech - pulsante 1P NO 10A a tirante  00005000050000599999910000000150200000001502000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4036          8012199431604light tech - doppio pulsante 1P NO 16A     00010000100001099999910000000157800000001578000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4037          8012199431635light tech - 2 pulsanti NO interbloccati   00010000100001099999910000000221500000002215000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4038R         8012199431666light tech - pulsante + portalamp rosso    00010000100001099999910000000176200000001762000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4115          8012199431970light tech - presa 2P+T 10A di sicurezza   00010000100001099999910000000137100000001371000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4119          8012199432007light tech - presa 2P+T 16A 250Vac         00010000100001099999910000000082700000000827000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4140          8012199432205light tech - presa std tedesco/italiano P3000010000100001099999910000000166800000001668000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4140/16       8012199491738light tech - presa UNEL e bipasso 10/16A   00040000400004099999910000000167300000001673000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4142          8012199433516light tech - presa 2P+T 10/16A francia     00001000010000199999910000000124000000001240000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4143          8012199433547light tech - presa 2P 10/16A francia       00001000010000199999910000000126300000001263000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4148A         8012199432281light tech - presa std tedesco supporto    00001000010000199999910000000137100000001371000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4164/13       8012199650951light tech - presa 2P+T Svizzera tipo 13   00001000010000199999910000000143900000001439000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4180/2        8012199482439light tech - presa duplex bipasso 10/16A   00010000100001099999910000000144700000001447000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4180/3        8012199482446light tech - presa triplex bipasso 10/16A  00005000050000599999910000000206700000002067000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4202DC        8012199437729light tech - presa TV derivata condensatore00010000100001099999910000000206300000002063000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4202P         8012199437750light tech - presa TV passante maschio     00010000100001099999910000000283800000002838000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4202PT        8012199437781light tech - presa TV passante maschio + R 00010000100001099999910000000283800000002838000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4210D         8012199535531light tech - presa TV/RD/SAT derivata      00001000010000199999910000000644600000006446000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4214D         8012199840987light tech - presta tv sat demix diretta   00010000100001099999910000000288800000002888000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4258/11N      8012199437545light tech - connettore RJ11 (4/6) tipo K1000010000100001099999910000000152200000001522000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4262/11       8012199432595light tech - connettore RJ11 AMP           00010000100001099999910000000207800000002078000001EURPCE0320140101CIV.              CIV.-109-44-133   
BTINT4262/12       8012199432625light tech - connettore RJ12 AMP           00010000100001099999910000000210200000002102000001EURPCE0320140101CIV.              CIV.-109-44-133   
